iter	Logloss
276	0.1656782106
277	0.1654922052
278	0.1652959685
279	0.1649967959
280	0.1648528673
281	0.1646287556
282	0.164422667
283	0.1642265252
284	0.1638271813
285	0.163642016
286	0.1633621135
287	0.1631896187
288	0.1629674989
289	0.1626556424
290	0.1624837167
291	0.1621534303
292	0.161849298
293	0.1614459294
294	0.1611691842
295	0.1609168993
296	0.1606527705
297	0.1604581193
298	0.160290381
299	0.1599007263
300	0.1595973935
301	0.1593435772
302	0.1589862424
303	0.1587957785
304	0.1586419168
305	0.1582767358
306	0.1580565539
307	0.157868448
308	0.1576179247
309	0.1573126541
310	0.1570345132
311	0.1567768754
312	0.1564730548
313	0.1562212983
314	0.1559357177
315	0.1556822673
316	0.1554774933
317	0.1551383173
318	0.1549421483
319	0.1546732765
320	0.1543872081
321	0.1542128839
322	0.1537954761
323	0.153387771
324	0.1531708008
325	0.1529276494
326	0.1525929859
327	0.1523774115
328	0.1520373004
329	0.1518281493
330	0.1516042814
331	0.1513313307
332	0.1511207025
333	0.1507646144
334	0.1506213634
335	0.1504063039
336	0.1499524972
337	0.1497695272
338	0.1495809335
339	0.1492762727
340	0.1489374489
341	0.1487046508
342	0.1484577186
343	0.148224541
344	0.1479781373
345	0.147699644
346	0.1474591081
347	0.1472322725
348	0.1470484217
349	0.1468779054
350	0.1465352873
351	0.1462324966
352	0.1459992648
353	0.1457390387
354	0.1455720864
355	0.1452268123
356	0.1449766413
357	0.1446729697
358	0.1445367247
359	0.1441343724
360	0.1439303979
361	0.1437807507
362	0.1434057991
363	0.1431603847
364	0.1430547521
365	0.142832131
366	0.1425857679
367	0.1421446588
368	0.1418552026
369	0.1416794555
370	0.1414153673
371	0.1410998519
372	0.1409182777
373	0.1407711917
374	0.1406086978
375	0.1403900201
376	0.1400035093
377	0.1398297271
378	0.1396215246
379	0.1394049202
380	0.1391700487
381	0.1389692994
382	0.1388032551
383	0.1386946819
384	0.1385528673
385	0.1382368098
386	0.1379462017
387	0.1377168184
388	0.1375075589
389	0.1372540001
390	0.1370490228
391	0.1369070863
392	0.1366586363
393	0.1364090752
394	0.1362736162
395	0.1361083984
396	0.1359231925
397	0.1357256142
398	0.135544162
399	0.1353260806
400	0.1350805442
401	0.1348227303
402	0.13466357
403	0.1344386316
404	0.1342827643
405	0.1339703656
406	0.1338343917
407	0.1337105461
408	0.1335205837
409	0.1333302689
410	0.1330551093
411	0.1329170349
412	0.1327505705
413	0.1325174335
414	0.1322232207
415	0.1320513222
416	0.1319041684
417	0.1316597432
418	0.131531236
419	0.1312821221
420	0.1310687971
421	0.1308460405
422	0.1307009058
423	0.1304341345
424	0.130169301
425	0.1299983782
426	0.1298114648
427	0.1296253916
428	0.1294154816
429	0.1292682058
430	0.1288475457
431	0.1285797038
432	0.1282681182
433	0.1280561213
434	0.1278736121
435	0.1275894273
436	0.1274191008
437	0.1271890671
438	0.1269820977
439	0.1268554471
440	0.1266084878
441	0.1264400719
442	0.1261627035
443	0.1259395945
444	0.1256759806
445	0.1254443343
446	0.1253302999
447	0.125161342
448	0.124868891
449	0.1246620707
450	0.1245695151
451	0.1244325519
452	0.1242750178
453	0.1239398258
454	0.123751747
455	0.1235540603
456	0.1233549643
457	0.1231479408
458	0.1228287529
459	0.1225138202
460	0.1222515072
461	0.1219863621
462	0.1218190845
463	0.1215444128
464	0.1214266518
465	0.1213189188
466	0.1211747056
467	0.1208181703
468	0.1206146836
469	0.1203972256
470	0.120265981
471	0.1201124987
472	0.1199331741
473	0.1197276412
474	0.1195890383
475	0.1193068591
476	0.1191479969
477	0.1189368809
478	0.1187005187
479	0.1184581804
480	0.1181605392
481	0.1180080055
482	0.1178360121
483	0.1176686939
484	0.1175068505
485	0.117205591
486	0.1169810592
487	0.1168594767
488	0.1166545671
489	0.1164629785
490	0.1162503447
491	0.1160780803
492	0.1159456433
493	0.1158170277
494	0.1157016517
495	0.1154882726
496	0.1153440187
497	0.1151920678
498	0.1150697671
499	0.1148852116
500	0.1147342905
501	0.1145036741
502	0.1143024641
503	0.1141172311
504	0.1139007081
505	0.1136747397
506	0.113558239
507	0.1134162754
508	0.1132206756
509	0.1129730726
510	0.1127705074
511	0.112586101
512	0.1124305251
513	0.1122244908
514	0.1120346571
515	0.111889082
516	0.1116910701
517	0.1115593783
518	0.1114292111
519	0.1112307045
520	0.111014107
521	0.1108731393
522	0.1107204566
523	0.1105440997
524	0.1104423293
525	0.1103430116
526	0.1101582122
527	0.1099652956
528	0.1097540779
529	0.1096172367
530	0.1094270913
531	0.109225014
532	0.109045879
533	0.1089157254
534	0.1087887427
535	0.108633824
536	0.1084523921
537	0.1082855279
538	0.1081279396
539	0.1079721807
540	0.1077848743
541	0.1076643082
542	0.1075492574
543	0.1073496126
544	0.1072035429
545	0.1070675757
546	0.1069706905
547	0.1068448394
548	0.1066923599
549	0.1066588136
550	0.106469942
551	0.1062228337
552	0.1061237938
553	0.1059896357
554	0.1058087662
555	0.1056770948
556	0.1055205567
557	0.1053639847
558	0.1051870858
559	0.1049370639
560	0.1047652873
561	0.1046329925
562	0.104458919
563	0.1043924498
564	0.1042791472
565	0.1041398463
566	0.1040565938
567	0.103913153
568	0.1037781073
569	0.1035765246
570	0.1034352995
571	0.1032140539
572	0.1030510789
573	0.1029040403
574	0.10268375
575	0.1026077813
576	0.1023488155
577	0.1022120149
578	0.1020452117
579	0.1018667814
580	0.1016578945
581	0.1015903615
582	0.101453317
583	0.1013251418
584	0.1011283834
585	0.1009787971
586	0.1008439479
587	0.1006551034
588	0.1005364752
589	0.1004456203
590	0.1003918148
591	0.1002523988
592	0.1000934418
593	0.09987994748
594	0.09977749271
595	0.09957279998
596	0.09940461452
597	0.09923752671
598	0.0990596385
599	0.09888965749
600	0.09873648689
601	0.09866344526
602	0.09846169995
603	0.09823787276
604	0.09816271035
605	0.09793627453
606	0.09785517664
607	0.09778297519
608	0.09761333974
609	0.09743953725
610	0.0972789202
611	0.09720965262
612	0.09706791934
613	0.09698104858
614	0.09685608506
615	0.09674308059
616	0.09660789259
617	0.09651726812
618	0.09632870825
619	0.09629113721
620	0.09613869838
621	0.09603845247
622	0.09589495752
623	0.09583657842
624	0.09559690973
625	0.09538438434
626	0.09525205568
627	0.09514152432
628	0.09504638726
629	0.09495948263
630	0.09482854298
631	0.09471433921
632	0.09456803913
633	0.09443709948
634	0.09434881261
635	0.0942626262
636	0.09411859597
637	0.09406829346
638	0.09387728757
639	0.09372700341
640	0.09364313427
641	0.09352501417
642	0.0934326077
643	0.09332050439
644	0.09318482855
645	0.09304590039
646	0.0929634948
647	0.09289478959
648	0.09275087455
649	0.09256983566
650	0.09242012742
651	0.09230223092
652	0.09223942054
653	0.09213427583
654	0.09202694935
655	0.09185009104
656	0.09173942417
657	0.09151743318
658	0.09137596415
659	0.09131307246
660	0.09120621351
661	0.09106172253
662	0.09090841642
663	0.09082909376
664	0.09075286757
665	0.0906246314
666	0.09049773682
667	0.09038759167
668	0.09031296454
669	0.09020874132
670	0.09000059301
671	0.08987632738
672	0.08977549876
673	0.08962587861
674	0.08943836219
675	0.0893585449
676	0.08921523967
677	0.0891766184
678	0.08904842289
679	0.08892230073
680	0.08878194968
681	0.08866977183
682	0.08850654616
683	0.08843817973
684	0.08829654131
685	0.0881575183
686	0.08804630259
687	0.08795478374
688	0.08780716918
689	0.08769491003
690	0.08759616831
691	0.08743811924
692	0.08740788624
693	0.08720789582
694	0.08709325164
695	0.08696118045
696	0.08686392261
697	0.08674175744
698	0.08656594258
699	0.08645930045
700	0.08634101095
701	0.08626067194
702	0.08618973754
703	0.08605643318
704	0.08595387
705	0.08585335984
706	0.08575163684
707	0.08560305336
708	0.08550255676
709	0.08535724592
710	0.08526416189
711	0.0851531088
712	0.08503635061
713	0.08480992834
714	0.08469031759
715	0.08455035953
716	0.08444277558
717	0.08433526617
718	0.0842316392
719	0.08409719653
720	0.08394942614
721	0.08378804344
722	0.08366249044
723	0.08350022013
724	0.08342885886
725	0.08334124279
726	0.08324309056
727	0.08313091949
728	0.08301632273
729	0.08288167002
730	0.08281293093
731	0.08272839778
732	0.08264352585
733	0.08251036378
734	0.08248399291
735	0.08241608723
736	0.08233494869
737	0.08226660937
738	0.08206346149
739	0.08197779681
740	0.08187959037
741	0.08174184118
742	0.08160660576
743	0.08146349024
744	0.0813098047
745	0.0811934937
746	0.08112886744
747	0.08101303751
748	0.08094779467
749	0.08078582249
750	0.08068333384
751	0.08062196667
752	0.08051482992
753	0.08042730193
754	0.08032149998
755	0.08012906442
756	0.08000729901
757	0.0799034349
758	0.07977685878
759	0.07960401843
760	0.0795032508
761	0.07945747443
762	0.07930050946
763	0.07918010596
764	0.07911192249
765	0.07903223393
766	0.0789334719
767	0.07888132641
768	0.07880252547
769	0.078703716
770	0.07851667387
771	0.07842207887
772	0.07831862807
773	0.07825642072
774	0.07816199511
775	0.07804212011
776	0.07787893509
777	0.07780948456
778	0.07773955974
779	0.07757469435
780	0.0773928627
781	0.07733241703
782	0.07723896033
783	0.07705298198
784	0.07699522625
785	0.07693440791
786	0.07684477269
787	0.07666683705
788	0.07653835019
789	0.07639950334
790	0.07631148072
791	0.07614906812
792	0.07606314596
793	0.0760301756
794	0.07588153114
795	0.07582548965
796	0.07568295684
797	0.07556968133
798	0.07547203728
799	0.07544996895
800	0.07532526968
801	0.07526088057
802	0.07517270212
803	0.07507303892
804	0.07502060885
805	0.07491516601
806	0.07479650386
807	0.0746919554
808	0.07464650427
809	0.07453290353
810	0.0744293782
811	0.07430916442
812	0.0742448905
813	0.07416966033
814	0.07407614943
815	0.07395041349
816	0.0738964589
817	0.07379711415
818	0.07373521171
819	0.07364601691
820	0.07353320215
821	0.0733984478
822	0.07322715231
823	0.07309427482
824	0.07296920289
825	0.07286142922
826	0.07276404264
827	0.07268559403
828	0.07257155966
829	0.07246209207
830	0.07241151176
831	0.0723527058
832	0.0722645951
833	0.0722080251
834	0.07212953584
835	0.07205400077
836	0.07196946085
837	0.07182127714
838	0.07172130903
839	0.07161801408
840	0.07153675357
841	0.07141753581
842	0.07133658699
843	0.07128129082
844	0.0711870888
845	0.07107734341
846	0.07099182779
847	0.07089963815
848	0.07074339818
849	0.07071706118
850	0.07062397037
851	0.07053857671
852	0.07045764144
853	0.07035071473
854	0.07026847853
855	0.07016956065
856	0.07014400286
857	0.07006543907
858	0.06998608252
859	0.06993179592
860	0.06988182542
861	0.06979081474
862	0.06968713357
863	0.06961459334
864	0.06947443202
865	0.06940558452
866	0.06932954128
867	0.06925991458
868	0.06912869713
869	0.06905110903
870	0.06901136978
871	0.06891529768
872	0.06889109501
873	0.06885107796
874	0.06880953638
875	0.06868081237
876	0.06860544669
877	0.06855024538
878	0.06850479424
879	0.06838687063
880	0.06832662145
881	0.06830315056
882	0.06818711059
883	0.06808234532
884	0.06799513578
885	0.06790798045
886	0.06779271968
887	0.06767020895
888	0.06758026882
889	0.0674202277
890	0.06732599181
891	0.0672562838
892	0.06723371407
893	0.06721519619
894	0.06709330205
895	0.06702276741
896	0.06696902965
897	0.0669262549
898	0.06688113577
899	0.06678876995
900	0.06671827597
901	0.0666865591
902	0.06662048286
903	0.06658384008
904	0.06650138028
905	0.0664477035
906	0.06632693411
907	0.06627393489
908	0.06613052124
909	0.06603232158
910	0.06598069782
911	0.06593684574
912	0.06585372871
913	0.06573483618
914	0.06564703038
915	0.06559434284
916	0.0655480312
917	0.06545805719
918	0.06542018802
919	0.06527617812
920	0.06518327025
921	0.06514096302
922	0.06500230589
923	0.06491260969
924	0.06485668338
925	0.0647894485
926	0.06469787543
927	0.06463686061
928	0.06455970615
929	0.06441497803
930	0.06435327886
931	0.06420352319
932	0.06409509906
933	0.0640350396
934	0.06399745501
935	0.06393859484
936	0.06385717849
937	0.06372054728
938	0.06359681694
939	0.06346183899
940	0.06341499207
941	0.06334955273
942	0.06325156989
943	0.06316096575
944	0.06306933171
945	0.06293620352
946	0.0628714553
947	0.06282010934
948	0.0626716546
949	0.06258541399
950	0.06253280098
951	0.0624456592
952	0.06234078551
953	0.0622650946
954	0.06217335892
955	0.06213265075
956	0.06205978529
957	0.06197149843
958	0.06192191414
959	0.06182475115
960	0.06179290555
961	0.06169039657
962	0.06160669683
963	0.061536772
964	0.06145752387
965	0.0613876397
966	0.06132119756
967	0.06117058139
968	0.06106816727
969	0.06098591074
970	0.06092394055
971	0.06082633037
972	0.06077680706
973	0.06072925547
974	0.06068242888
975	0.06057424867
976	0.06053707062
977	0.06045434657
978	0.06038205027
979	0.06027807097
980	0.06019921582
981	0.06010485119
982	0.06003697939
983	0.05999133854
984	0.05994709347
985	0.05987116541
986	0.05983263222
987	0.05977916548
988	0.05972327983
989	0.05963947845
990	0.05956078592
991	0.05949273795
992	0.0594734883
993	0.05945377113
994	0.05939302732
995	0.05931911164
996	0.05921323515
997	0.05917921456
998	0.05911260303
999	0.05904698075
